,storing_materiaal,storing_diameter,storing_melddatum,storing_aanlegjaar,age_at_failure,Diameter_group,Construction_year_group,Group_id,Group_failurerate,Diameter_group_failurerate,Pipe_failurerate
1477,MAT_AC,100.0,2015-02-02 00:00:00,1957-01-01,58.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.0076427240509015625
1479,MAT_AC,100.0,2015-08-14 00:00:00,1943-01-01,72.0,0 - 160,1940 - 1950,16019401950,0.03147109930130199,0.019447347390450617,0.00948751951146401
1481,MAT_AC,200.0,2015-08-24 00:00:00,1938-01-01,77.0,160 - 300,1930 - 1940,16030019301940,0.012121784682335806,0.004668884141399624,0.010146375033093454
1487,MAT_AC,150.0,2015-09-24 00:00:00,1958-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1489,MAT_AC,100.0,2015-05-28 00:00:00,1951-01-01,64.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.008433350676856896
1491,MAT_AC,100.0,2015-09-16 00:00:00,1958-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1495,MAT_AC,100.0,2015-08-11 00:00:00,1979-01-01,36.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004743759755732005
1500,MAT_AC,150.0,2015-06-26 00:00:00,1958-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1501,MAT_AC,100.0,2015-10-19 00:00:00,1955-01-01,60.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007906266259553341
1503,MAT_AC,125.0,2015-07-16 00:00:00,1970-01-01,45.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005929699694665005
1504,MAT_AC,250.0,2015-01-07 00:00:00,1963-01-01,52.0,160 - 300,1960 - 1970,16030019601970,0.0067077637583175835,0.004668884141399624,0.006852097424946229
1508,MAT_AC,100.0,2015-10-27 00:00:00,1986-01-01,29.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0038213620254507813
1509,MAT_AC,100.0,2015-12-21 00:00:00,1962-01-01,53.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006983868529272118
1510,MAT_AC,100.0,2015-10-29 00:00:00,1973-01-01,42.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0055343863816873385
1514,MAT_AC,150.0,2015-01-19 00:00:00,1963-01-01,52.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006852097424946229
1515,MAT_AC,100.0,2015-08-13 00:00:00,1978-01-01,37.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004875530860057893
1521,MAT_AC,100.0,2015-06-15 00:00:00,1958-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1523,MAT_AC,50.0,2015-05-29 00:00:00,1969-01-01,46.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0060614707989908945
1524,MAT_AC,125.0,2015-08-23 00:00:00,1962-01-01,53.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006983868529272118
1525,MAT_AC,100.0,2015-10-19 00:00:00,1971-01-01,44.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005797928590339117
1526,MAT_AC,100.0,2015-11-12 00:00:00,1987-01-01,28.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0036895909211248925
1532,MAT_AC,100.0,2015-05-06 00:00:00,1950-01-01,65.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.008565121781182785
1535,MAT_AC,100.0,2015-07-25 00:00:00,1958-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1537,MAT_AC,50.0,2015-04-15 00:00:00,1961-01-01,54.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0071156396335980065
1538,MAT_AC,100.0,2015-09-17 00:00:00,1961-01-01,54.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0071156396335980065
1540,MAT_AC,100.0,2015-09-23 00:00:00,1985-01-01,30.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0039531331297766705
1542,MAT_AC,100.0,2015-04-02 00:00:00,1967-01-01,48.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006325013007642673
1543,MAT_AC,125.0,2015-11-19 00:00:00,1960-01-01,55.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.007247410737923896
1545,MAT_AC,100.0,2015-11-06 00:00:00,1937-01-01,78.0,0 - 160,1930 - 1940,16019301940,0.0120901165446888,0.019447347390450617,0.010278146137419343
1547,MAT_AC,150.0,2015-12-30 00:00:00,1957-01-01,58.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.0076427240509015625
1548,MAT_AC,150.0,2015-03-24 00:00:00,1961-01-01,54.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0071156396335980065
1549,MAT_AC,100.0,2015-02-11 00:00:00,1964-01-01,51.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.00672032632062034
1552,MAT_AC,100.0,2015-07-06 00:00:00,1961-01-01,54.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0071156396335980065
1553,MAT_AC,100.0,2015-07-27 00:00:00,1978-01-01,37.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004875530860057893
1554,MAT_AC,100.0,2015-06-01 00:00:00,1978-01-01,37.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004875530860057893
1555,MAT_AC,100.0,2015-10-04 00:00:00,1977-01-01,38.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0050073019643837825
1556,MAT_AC,100.0,2015-09-07 00:00:00,1979-01-01,36.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004743759755732005
1557,MAT_AC,125.0,2015-03-22 00:00:00,1964-01-01,51.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.00672032632062034
1560,MAT_AC,100.0,2015-03-11 00:00:00,1978-01-01,37.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004875530860057893
1561,MAT_AC,100.0,2015-02-27 00:00:00,1970-01-01,45.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005929699694665005
1564,MAT_AC,100.0,2015-08-11 00:00:00,1954-01-01,61.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.00803803736387923
1566,MAT_AC,100.0,2015-07-25 00:00:00,1981-01-01,34.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0044802175470802265
1567,MAT_AC,100.0,2015-06-10 00:00:00,1970-01-01,45.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005929699694665005
1570,MAT_AC,150.0,2015-01-18 00:00:00,1965-01-01,50.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0065885552162944505
1572,MAT_AC,100.0,2015-06-11 00:00:00,1977-01-01,38.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0050073019643837825
1577,MAT_AC,100.0,2015-01-06 00:00:00,1952-01-01,63.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.008301579572531009
1578,MAT_AC,100.0,2015-06-23 00:00:00,1965-01-01,50.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0065885552162944505
1579,MAT_AC,250.0,2015-07-25 00:00:00,1969-01-01,46.0,160 - 300,1960 - 1970,16030019601970,0.0067077637583175835,0.004668884141399624,0.0060614707989908945
1580,MAT_AC,100.0,2015-12-10 00:00:00,1966-01-01,49.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006456784111968562
1581,MAT_AC,100.0,2015-10-16 00:00:00,1958-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1584,MAT_AC,100.0,2015-06-05 00:00:00,1981-01-01,34.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0044802175470802265
1585,MAT_AC,100.0,2015-07-09 00:00:00,1976-01-01,39.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005139073068709672
1586,MAT_AC,100.0,2015-12-13 00:00:00,1971-01-01,44.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005797928590339117
1587,MAT_AC,100.0,2015-10-23 00:00:00,1960-01-01,55.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.007247410737923896
1589,MAT_AC,100.0,2015-07-22 00:00:00,1959-01-01,56.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007379181842249785
1594,MAT_AC,100.0,2015-06-05 00:00:00,1938-01-01,77.0,0 - 160,1930 - 1940,16019301940,0.0120901165446888,0.019447347390450617,0.010146375033093454
1598,MAT_AC,150.0,2015-07-25 00:00:00,1967-01-01,48.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006325013007642673
1602,MAT_AC,100.0,2015-07-21 00:00:00,1943-01-01,72.0,0 - 160,1940 - 1950,16019401950,0.03147109930130199,0.019447347390450617,0.00948751951146401
1603,MAT_AC,100.0,2015-07-25 00:00:00,1961-01-01,54.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0071156396335980065
1604,MAT_AC,100.0,2015-03-15 00:00:00,1977-01-01,38.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0050073019643837825
1605,MAT_AC,100.0,2015-01-29 00:00:00,1964-01-01,51.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.00672032632062034
1607,MAT_AC,100.0,2015-01-07 00:00:00,1964-01-01,51.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.00672032632062034
1608,MAT_AC,150.0,2015-04-29 00:00:00,1977-01-01,38.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0050073019643837825
1609,MAT_AC,150.0,2015-08-04 00:00:00,1966-01-01,49.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006456784111968562
1611,MAT_AC,100.0,2015-08-10 00:00:00,1982-01-01,33.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.004348446442754337
1613,MAT_AC,100.0,2015-12-18 00:00:00,1983-01-01,32.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.004216675338428448
1617,MAT_AC,150.0,2015-08-06 00:00:00,1957-01-01,58.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.0076427240509015625
1625,MAT_AC,100.0,2015-06-16 00:00:00,1987-01-01,28.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0036895909211248925
1629,MAT_AC,100.0,2015-01-13 00:00:00,1972-01-01,43.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005666157486013228
1630,MAT_AC,150.0,2015-03-02 00:00:00,1978-01-01,37.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004875530860057893
1631,MAT_AC,100.0,2015-03-31 00:00:00,1975-01-01,40.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005270844173035561
1632,MAT_AC,100.0,2015-04-21 00:00:00,1960-01-01,55.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.007247410737923896
1636,MAT_AC,150.0,2015-05-12 00:00:00,1960-01-01,55.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.007247410737923896
1638,MAT_AC,100.0,2015-05-29 00:00:00,1972-01-01,43.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005666157486013228
1640,MAT_AC,100.0,2015-11-03 00:00:00,1973-01-01,42.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0055343863816873385
1642,MAT_AC,50.0,2015-06-04 00:00:00,1963-01-01,52.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006852097424946229
1644,MAT_AC,150.0,2015-02-02 00:00:00,1964-01-01,51.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.00672032632062034
1646,MAT_AC,150.0,2015-12-23 00:00:00,1991-01-01,24.0,0 - 160,1990 - 2000,16019902000,0.010718391292134262,0.019447347390450617,0.0031625065038213365
1648,MAT_AC,100.0,2015-06-14 00:00:00,1978-01-01,37.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004875530860057893
1651,MAT_AC,300.0,2015-03-13 00:00:00,1961-01-01,54.0,300 - 1000,1960 - 1970,300100019601970,0.0034630756924591264,0.0014915573037056083,0.0071156396335980065
1652,MAT_AC,100.0,2015-06-17 00:00:00,1963-01-01,52.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006852097424946229
1654,MAT_AC,100.0,2015-06-15 00:00:00,1978-01-01,37.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004875530860057893
1655,MAT_AC,100.0,2015-07-25 00:00:00,1976-01-01,39.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005139073068709672
1656,MAT_AC,150.0,2015-10-19 00:00:00,1975-01-01,40.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005270844173035561
1661,MAT_AC,100.0,2015-06-13 00:00:00,1967-01-01,48.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006325013007642673
1662,MAT_AC,150.0,2015-01-21 00:00:00,1963-01-01,52.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006852097424946229
1663,MAT_AC,100.0,2015-03-19 00:00:00,1970-01-01,45.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005929699694665005
1667,MAT_AC,150.0,2015-08-04 00:00:00,1954-01-01,61.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.00803803736387923
1668,MAT_AC,100.0,2015-08-05 00:00:00,1963-01-01,52.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006852097424946229
1670,MAT_AC,100.0,2015-02-12 00:00:00,1978-01-01,37.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.004875530860057893
1672,MAT_AC,100.0,2015-06-16 00:00:00,1970-01-01,45.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005929699694665005
1676,MAT_AC,100.0,2015-05-10 00:00:00,1963-01-01,52.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006852097424946229
1677,MAT_AC,50.0,2015-07-18 00:00:00,1967-01-01,48.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006325013007642673
1678,MAT_AC,100.0,2015-03-06 00:00:00,1958-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1679,MAT_AC,100.0,2015-10-23 00:00:00,1982-01-01,33.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.004348446442754337
1683,MAT_AC,100.0,2016-04-04 00:00:00,1970-01-01,46.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0060614707989908945
1684,MAT_AC,100.0,2016-01-03 00:00:00,1953-01-01,63.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.008301579572531009
1687,MAT_AC,250.0,2016-07-12 00:00:00,1956-01-01,60.0,160 - 300,1950 - 1960,16030019501960,0.007169865387818386,0.004668884141399624,0.007906266259553341
1689,MAT_AC,100.0,2016-04-06 00:00:00,1960-01-01,56.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.007379181842249785
1690,MAT_AC,100.0,2016-08-02 00:00:00,1974-01-01,42.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0055343863816873385
1691,MAT_AC,100.0,2016-07-15 00:00:00,1966-01-01,50.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0065885552162944505
1692,MAT_AC,200.0,2016-04-13 00:00:00,1977-01-01,39.0,160 - 300,1970 - 1980,16030019701980,0.004327175435392872,0.004668884141399624,0.005139073068709672
1693,MAT_AC,100.0,2016-12-06 00:00:00,1984-01-01,32.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.004216675338428448
1698,MAT_AC,100.0,2016-03-21 00:00:00,1968-01-01,48.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006325013007642673
1699,MAT_AC,250.0,2016-07-21 00:00:00,1958-01-01,58.0,160 - 300,1950 - 1960,16030019501960,0.007169865387818386,0.004668884141399624,0.0076427240509015625
1704,MAT_AC,150.0,2016-04-29 00:00:00,1958-01-01,58.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.0076427240509015625
1706,MAT_AC,100.0,2016-01-05 00:00:00,1972-01-01,44.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005797928590339117
1709,MAT_AC,100.0,2016-12-07 00:00:00,1966-01-01,50.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0065885552162944505
1711,MAT_AC,150.0,2016-11-06 00:00:00,1961-01-01,55.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.007247410737923896
1721,MAT_AC,100.0,2016-03-21 00:00:00,1973-01-01,43.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005666157486013228
1723,MAT_AC,100.0,2016-09-14 00:00:00,1965-01-01,51.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.00672032632062034
1724,MAT_AC,100.0,2016-03-19 00:00:00,1954-01-01,62.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.00816980846820512
1725,MAT_AC,100.0,2016-08-29 00:00:00,1959-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1726,MAT_AC,100.0,2016-10-19 00:00:00,1959-01-01,57.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007510952946575674
1730,MAT_AC,200.0,2016-06-16 00:00:00,1984-01-01,32.0,160 - 300,1980 - 1990,16030019801990,0.003549969875818495,0.004668884141399624,0.004216675338428448
1731,MAT_AC,100.0,2016-07-11 00:00:00,1970-01-01,46.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0060614707989908945
1732,MAT_AC,100.0,2016-01-02 00:00:00,1978-01-01,38.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0050073019643837825
1733,MAT_AC,150.0,2016-07-21 00:00:00,1987-01-01,29.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.0038213620254507813
1736,MAT_AC,100.0,2016-07-07 00:00:00,1972-01-01,44.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005797928590339117
1738,MAT_AC,400.0,2016-12-28 00:00:00,1965-01-01,51.0,300 - 1000,1960 - 1970,300100019601970,0.0034630756924591264,0.0014915573037056083,0.00672032632062034
1740,MAT_AC,150.0,2016-04-07 00:00:00,1960-01-01,56.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.007379181842249785
1742,MAT_AC,100.0,2016-03-16 00:00:00,1955-01-01,61.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.00803803736387923
1743,MAT_AC,150.0,2016-05-13 00:00:00,1953-01-01,63.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.008301579572531009
1744,MAT_AC,100.0,2016-08-05 00:00:00,1963-01-01,53.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006983868529272118
1747,MAT_AC,100.0,2016-08-29 00:00:00,1963-01-01,53.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006983868529272118
1748,MAT_AC,150.0,2016-07-25 00:00:00,1971-01-01,45.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005929699694665005
1750,MAT_AC,100.0,2016-12-10 00:00:00,1955-01-01,61.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.00803803736387923
1751,MAT_AC,100.0,2016-10-03 00:00:00,1961-01-01,55.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.007247410737923896
1753,MAT_AC,150.0,2016-05-22 00:00:00,1977-01-01,39.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005139073068709672
1754,MAT_AC,150.0,2016-03-13 00:00:00,1958-01-01,58.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.0076427240509015625
1756,MAT_AC,100.0,2016-12-20 00:00:00,1977-01-01,39.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005139073068709672
1758,MAT_AC,100.0,2016-07-26 00:00:00,1957-01-01,59.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007774495155227452
1759,MAT_AC,150.0,2016-03-17 00:00:00,1955-01-01,61.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.00803803736387923
1761,MAT_AC,100.0,2016-08-29 00:00:00,1964-01-01,52.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006852097424946229
1762,MAT_AC,100.0,2016-06-02 00:00:00,1972-01-01,44.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005797928590339117
1763,MAT_AC,100.0,2016-09-13 00:00:00,1964-01-01,52.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006852097424946229
1764,MAT_AC,150.0,2016-08-09 00:00:00,1958-01-01,58.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.0076427240509015625
1766,MAT_AC,100.0,2016-07-17 00:00:00,1960-01-01,56.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.007379181842249785
1768,MAT_AC,100.0,2016-12-18 00:00:00,1976-01-01,40.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005270844173035561
1772,MAT_AC,250.0,2016-11-23 00:00:00,1960-01-01,56.0,160 - 300,1960 - 1970,16030019601970,0.0067077637583175835,0.004668884141399624,0.007379181842249785
1773,MAT_AC,100.0,2016-10-10 00:00:00,1968-01-01,48.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006325013007642673
1774,MAT_AC,200.0,2016-11-09 00:00:00,1961-01-01,55.0,160 - 300,1960 - 1970,16030019601970,0.0067077637583175835,0.004668884141399624,0.007247410737923896
1776,MAT_AC,100.0,2016-10-18 00:00:00,1983-01-01,33.0,0 - 160,1980 - 1990,16019801990,0.009499218931547145,0.019447347390450617,0.004348446442754337
1779,MAT_AC,100.0,2016-11-20 00:00:00,1962-01-01,54.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.0071156396335980065
1780,MAT_AC,50.0,2016-08-24 00:00:00,1965-01-01,51.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.00672032632062034
1786,MAT_AC,100.0,2016-11-18 00:00:00,1972-01-01,44.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005797928590339117
1787,MAT_AC,100.0,2016-01-12 00:00:00,1974-01-01,42.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0055343863816873385
1789,MAT_AC,100.0,2016-12-31 00:00:00,1960-01-01,56.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.007379181842249785
1790,MAT_AC,250.0,2016-01-01 00:00:00,1986-01-01,29.0,160 - 300,1980 - 1990,16030019801990,0.003549969875818495,0.004668884141399624,0.0038213620254507813
1792,MAT_AC,100.0,2016-06-09 00:00:00,1952-01-01,64.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.008433350676856896
1795,MAT_AC,150.0,2016-10-14 00:00:00,1957-01-01,59.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.007774495155227452
1796,MAT_AC,100.0,2016-06-11 00:00:00,1958-01-01,58.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.0076427240509015625
1800,MAT_AC,250.0,2016-09-20 00:00:00,1986-01-01,30.0,160 - 300,1980 - 1990,16030019801990,0.003549969875818495,0.004668884141399624,0.0039531331297766705
1801,MAT_AC,100.0,2016-10-19 00:00:00,1954-01-01,62.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.00816980846820512
1804,MAT_AC,100.0,2016-08-25 00:00:00,1958-01-01,58.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.0076427240509015625
1805,MAT_AC,100.0,2016-12-12 00:00:00,1971-01-01,45.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005929699694665005
1806,MAT_AC,100.0,2016-04-13 00:00:00,1972-01-01,44.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005797928590339117
1807,MAT_AC,150.0,2016-08-01 00:00:00,1976-01-01,40.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005270844173035561
1810,MAT_AC,100.0,2016-04-13 00:00:00,1972-01-01,44.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.005797928590339117
1811,MAT_AC,150.0,2016-12-15 00:00:00,1958-01-01,58.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.0076427240509015625
1812,MAT_AC,100.0,2016-10-10 00:00:00,1968-01-01,48.0,0 - 160,1960 - 1970,16019601970,0.02413711332142534,0.019447347390450617,0.006325013007642673
1814,MAT_AC,100.0,2016-09-16 00:00:00,1958-01-01,58.0,0 - 160,1950 - 1960,16019501960,0.023593731428492856,0.019447347390450617,0.0076427240509015625
1816,MAT_AC,350.0,2016-10-19 00:00:00,1963-01-01,53.0,300 - 1000,1960 - 1970,300100019601970,0.0034630756924591264,0.0014915573037056083,0.006983868529272118
1818,MAT_AC,100.0,2016-09-07 00:00:00,1970-01-01,46.0,0 - 160,1970 - 1980,16019701980,0.021659410197919917,0.019447347390450617,0.0060614707989908945
